seriesuid,coordX,coordY,coordZ,diameter_mm
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-75.8222975,-165.3691975,-141.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,120.7596575,-149.9004535,-143.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-70.6660495,-175.6816935,-143.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,113.0252855,-84.1582915,-191.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,83.3768595,-58.3770515,-236.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-40.3730925,-60.3106445,-240.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,68.5526465,-253.6699445,-242.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-60.3535535,-52.5762725,-278.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-113.8496265,-217.5762085,-280,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-62.2871465,-55.1543965,-283.6,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,81.4432665,-109.9395315,-123.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,103.590963,-211.8801658,-227.035,4.852331876
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-128.5134456,-175.2446348,-298.5573043,5.42292307
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-131.8964945,-155.0567015,-317.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,55.6620265,-122.8301515,-105.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,70.4862395,-118.9629655,-105.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,54.3729645,-122.1856205,-107.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,71.1307705,-120.2520275,-107.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,67.9081155,-106.0723455,-109,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,58.8846815,-104.1387525,-109,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,81.4432665,-109.2950005,-109,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-32.6387205,-102.2051595,-112.6,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,93.6893555,-165.3691975,-130.6,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-65.5098015,-174.3926315,-137.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-71.3105805,-175.6816935,-141.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-75.8222975,-165.3691975,-141.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,120.7596575,-149.9004535,-143.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-70.6660495,-175.6816935,-143.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,81.4432665,-59.0215825,-236.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-40.3730925,-60.3106445,-240.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-101.6035375,-77.7129815,-242.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-60.3535535,-52.5762725,-278.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-113.8496265,-217.5762085,-280,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-62.2871465,-55.1543965,-283.6,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-128.516454,-175.1570752,-298.544186,4.970727839
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-114.4941575,-218.2207395,-280,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-131.2519635,-154.4121705,-317.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,93.6893555,-166.0137285,-130.6,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,104.0018515,-211.7754295,-227.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,74.9979565,-182.7715345,-128.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-65.5098015,-175.0371625,-137.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-75.8222975,-166.0137285,-141.4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,-60.3535535,-53.8653345,-278.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,55.0174955,-122.8301515,-107.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,67.9081155,-106.0723455,-109,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,58.8846815,-105.4278145,-109,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,120.7596575,-150.5449845,-143.2,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,113.6698165,-84.8028225,-191.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860,82.0877975,-59.0215825,-236.8,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-75.64975,-65.94975,-202.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-73.39975,-45.69975,-110.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-33.46225,9.98775,-32.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-33.46225,13.36275,-35.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,41.91275,13.92525,-37.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,54.85025,17.86275,-252.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-75.08725,-65.94975,-202.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-33.46225,9.98775,-32.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-32.89975,13.36275,-35.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,42.47525,13.36275,-37.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,55.41275,17.86275,-252.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-73.39975,-45.69975,-107.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-75.64975,-65.94975,-202.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-33.46225,9.98775,-32.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-32.89975,13.36275,-35.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,42.47525,13.36275,-37.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,55.41275,17.86275,-252.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-72.83725,-45.69975,-110.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-75.08725,-64.82475,-202.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-73.39975,-45.69975,-107.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-32.89975,13.36275,-35.34,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,42.47525,13.36275,-37.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231,-33.46225,9.98775,-32.84,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-16.8591,63.1151,1392.5,3.156843237
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,59.4145,122.9385,1390.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-85.8215,82.9245,1502.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,112.7665,77.7375,1444.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-121.3895,60.6945,1436.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-112.4975,61.4355,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-75.4475,111.8235,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,136.4785,24.3855,1428.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,131.2915,-34.1535,1380.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-91.86189792,87.03302905,1453.609734,14.36796499
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,59.4145,124.4205,1390.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-16.9085,62.9175,1392.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-59.76856523,85.05013161,1367.781158,8.635975711
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,132.0325,-32.6715,1384.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-91.88321174,87.32972261,1453.737952,15.5948311
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-16.9085,62.9175,1392.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-59.67354799,85.0826292,1369.082935,9.861866706
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-85.8215,82.9245,1502.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-87.3035,84.4065,1496.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-84.3395,82.1835,1490.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-93.2315,90.3345,1482.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,112.7665,77.7375,1444.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,109.0615,86.6295,1436.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-121.3895,60.6945,1436.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,108.3205,86.6295,1434.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,111.2845,89.5935,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-112.4975,61.4355,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-75.4475,111.8235,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-138.4325,17.7165,1430.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,142.4065,28.8315,1430.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,133.5145,52.5435,1430.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,136.4785,24.3855,1428.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,121.6585,25.8675,1426.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,126.8455,40.6875,1424.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,60.1555,123.6795,1388.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,132.0325,-32.6715,1384.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,130.5505,-34.1535,1382.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,131.2915,-34.1535,1380.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-91.79984935,86.7007011,1453.356555,14.51139333
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-16.9085,62.9175,1392.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-59.78905343,85.33833288,1369.442466,9.147874922
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-87.3035,84.4065,1496.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,109.0615,86.6295,1436.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-121.3895,60.6945,1436.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,111.2845,89.5935,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,-75.4475,111.8235,1432.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,121.6585,25.8675,1426.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,60.1555,123.6795,1388.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,130.5505,-34.1535,1382.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.2823055,-110.5440835,271,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.8819145,-95.5538585,244,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-107.6357765,-111.7433015,216,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,78.2430135,-228.6670565,177,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,85.4383215,-230.4658835,172,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,111.2215085,-165.1085025,92,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,90.2351935,-225.6690115,98,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-81.2529805,-235.8623645,197,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-43.4776135,-77.5655885,182,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-44.0772225,-77.5655885,59,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-48.8740945,-238.2608005,176,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,30.8739025,-212.4776135,232,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-33.8838695,-255.6494615,158,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,89.06386586,-213.4016337,168.3419228,17.55978778
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-107.6357765,-111.7433015,216,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,85.4383215,-230.4658835,172,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.8819145,-95.5538585,244,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,56.49627459,-190.637538,182.2874693,10.13442626
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,78.20825356,-229.1450057,176.7826087,3.618502842
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,111.8211175,-165.7081115,92,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.2823055,-109.3448655,270,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-107.6357765,-111.7433015,216,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,89.03744381,-213.3257625,168.2116235,18.55096861
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,78.2430135,-228.6670565,177,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,85.4383215,-230.4658835,172,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,112.4207265,-166.9073295,92,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.8819145,-95.5538585,244,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,57.21977511,-190.670084,182.331441,9.523221129
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-77.0557175,-236.4619735,195,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-48.8740945,-238.2608005,176,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,89.0359755,-226.8682295,100,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-81.2529805,-235.8623645,197,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-43.4776135,-77.5655885,182,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.8819145,-254.4502435,158,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-44.0772225,-77.5655885,59,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,30.8739025,-212.4776135,232,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-84.8506345,-237.0615825,197,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-33.8838695,-255.6494615,158,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,88.97211895,-213.4394779,168.0918572,19.28850215
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,57.58694619,-190.5604676,182.5889521,9.455080675
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-36.2823055,-95.5538585,244,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-33.8838695,-255.6494615,158,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,30.8739025,-212.4776135,232,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-108.2353855,-114.1417375,216,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,111.2215085,-168.1065475,93,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-84.8506345,-237.0615825,197,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,90.2351935,-225.6690115,98,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-43.75686,-67.963916,-186,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-76.59010304,-149.4917927,-127.5874934,19.39565325
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-76.74438173,-149.6082534,-127.7580372,18.59718351
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-43.75686,-67.963916,-186,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-76.36002088,-149.6167523,-127.9845621,18.73240946
1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839,-43.020532,-68.700244,-186,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-62.1098125,49.9214375,-68,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-100.0785625,-75.2348125,-155.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,50.3901875,-8.4379375,-58,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-36.7973125,16.1714375,-45.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-133.1254375,-58.3598125,-253,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,58.1052314,75.67574289,-280.7133357,13.38934351
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-100.0785625,-75.2348125,-155.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-100.0785625,-75.2348125,-155.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,50.3901875,-8.4379375,-58,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,92.5776875,-52.0316875,-215.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,60.49796716,75.91016859,-278.7756164,13.64501014
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-62.1098125,49.9214375,-68,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-135.9379375,-56.2504375,-260.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-74.7660625,-70.3129375,-238,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,60.67293523,75.63832545,-283.6897668,12.21446892
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,52.26427554,75.14091707,-287.5719844,8.465381403
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,60.85619189,76.1729351,-269.5521832,13.03839156
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-62.1098125,49.9214375,-68,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-101.4848125,-76.6410625,-155.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-36.7973125,16.1714375,-45.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-136.6410625,-57.6566875,-260.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,-76.1723125,-71.0160625,-238,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,-82.7031875,88.9436875,-216.77,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,102.0624375,-60.2125625,-244.27,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,-83.3750625,88.9436875,-216.77,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,102.0624375,-60.2125625,-244.27,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,117.889012,56.962492,-266.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,121.17026,-41.474948,-274.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-80.626492,99.618716,-339.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-83.66205366,69.91541052,-119.5428428,17.15630923
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,91.00052274,13.50731829,-161.0380098,6.732903035
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,117.889012,56.962492,-266.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,121.17026,-41.474948,-274.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-80.626492,99.618716,-339.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,24.373444,66.806236,-306.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-83.87215317,69.90893753,-119.7809981,17.05398125
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,90.95543467,13.52868058,-161.1770833,6.756528032
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-93.751484,107.001524,-341.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,24.373444,66.806236,-306.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,117.889012,-32.451516,-276.75,-1
